Image_ID,Generated_Caption,CIDEr_Score,SPICE_Score,METEOR_Score,CLIP_SCORE_Score
000000576031.jpg,"A skier in a black jacket and green beanie navigates a snowy slope, surrounded by other skiers and bare trees in the background.",0.0077,0.186,0.269,0.3232
000000108864.jpg,"Two elephants are playfully interacting in a grassy field, with one using its trunk to touch the other's tusks.",0.1102,0.0645,0.446,0.3347
000000370677.jpg,"Three employees from Dunkin' Donuts are standing in front of a display case filled with various pastries, including bagels, donuts, and croissants.",0.0566,0.1818,0.4731,0.3647
000000502347.jpg,"A small white airplane is flying low over a picturesque coastal town, with a pier extending into the water and a lush green hillside dotted with houses in the background.",0.0008,0.3077,0.6593,0.3855
000000098018.jpg,"The image depicts a dilapidated kitchen with a concrete floor, pink walls, and a rusty door. A small gas stove sits on a concrete slab, surrounded by various kitchen items including a white bowl, plates, and a jar of utensils. A large silver pot with a lid is visible, along with a black machine with a pipe. The scene is dated 2012, as indicated by a blue rectangle in the top left corner.",0.0,0.2857,0.201,0.3491
000000384666.jpg,"A group of six skiers, including children, are descending a snowy mountain slope, with one adult leading the way.",0.014,0.169,0.2953,0.3347
000000101068.jpg,"A young boy in a white t-shirt and striped pants is captured mid-swing on a baseball field, his bat striking a yellow ball and sending water droplets flying in all directions.",0.0006,0.25,0.3524,0.3342
000000070254.jpg,"A green and yellow train is pulling into a station, with passengers waiting on the platform.",0.5121,0.1786,0.6932,0.3271
000000283038.jpg,"A weathered stop sign stands prominently in the foreground of a bustling city intersection, surrounded by tall buildings and a crosswalk.",0.0898,0.1818,0.3394,0.3108
000000398438.jpg,"A couple is cutting into a three-tiered wedding cake adorned with white and pink flowers, with the groom in a black suit and the bride in a white dress.",0.0042,0.0444,0.3747,0.3027
000000227399.jpg,"A charming scene of a small white and yellow train with a bell on top, parked on a cobblestone street in a bustling town. The train, which has a license plate reading 8020VF75, is surrounded by pedestrians, cyclists, and a motorcycle, creating a lively atmosphere. The background features a mix of buildings, including a tall gray structure and a shorter white one, with a blue sky and white clouds overhead.",0.0,0.2083,0.2838,0.3159
000000571718.jpg,"A vibrant outdoor market scene featuring a man selling bananas, with colorful produce contrasting against a black and white background.",0.0091,0.2609,0.253,0.3469
000000427055.jpg,"The image depicts a bustling city street scene with a prominent blue clock tower displaying the time as 12:10. The clock tower is adorned with white globes and stands on a blue and gold base. The street is lined with buildings, including a gray structure with large windows and a blue building with a white awning. Cars are parked along the street, and a crosswalk is visible. The sky is clear and blue, with trees and a stop sign in the background, creating a vibrant urban atmosphere.",0.0,0.2778,0.1795,0.3125
000000121744.jpg,"A man is sitting on the ground, holding a tennis racket, with a woman standing nearby. In the background, there are several people taking pictures.",0.0251,0.1395,0.3235,0.3203
000000460927.jpg,"A majestic brown bear stands on a grassy hillside, its head turned towards the camera with a curious expression, surrounded by a rugged landscape of rocks and distant mountains.",0.005,0.2105,0.3331,0.3228
000000385997.jpg,"A black and white photograph captures a cozy living room scene with a dog peacefully sleeping in a circular dog bed, surrounded by various household items and furniture.",0.1019,0.0833,0.545,0.3049
000000016598.jpg,"A woman with striking blue hair and blue eyes takes a selfie in a bathroom, wearing a blue button-up shirt with rolled-up sleeves and a matching tie. She holds her phone in her left hand, which also sports a ring, while her right arm hangs naturally by her side. The bathroom door behind her is closed, and the image is credited to Jamie Henderson.",0.0,0.12,0.2759,0.3855
000000240049.jpg,"A woman with blonde hair tied in a ponytail is holding a baby dressed in a pink jacket, blue jeans, and pink shoes. They are standing in front of a green metal fence, observing two giraffes in a zoo enclosure. The giraffes are brown with white spots, and one is eating grass while the other is partially visible. The scene is set against a backdrop of buildings, including a white structure with a brown roof and a blue building with a brown roof. The sky is overcast, and the ground is covered with grass and leaves.",0.0,0.2807,0.2308,0.3479
000000526392.jpg,"The image depicts a busy street scene with multiple vehicles, including a white SUV, a gray SUV, and a gray car, all stopped at a green traffic light. A street sign reading ""Markham"" is visible, along with a building in the background that has a sign for ""Lowe's."" The sky is overcast, and trees can be seen in the distance.",0.0,0.1429,0.2679,0.2854
000000466125.jpg,"A young girl with short brown hair and a bright smile stands in front of a pink umbrella adorned with whale designs, holding a pink backpack and wearing a green shirt with a panda bear graphic.",0.0,0.1875,0.2922,0.3206
000000222118.jpg,"A woman with shoulder-length brown hair is standing against a white brick wall, smiling as she talks on a cell phone. She's wearing a black long-sleeve shirt and holding a zebra-print bag with brown leather straps.",0.0,0.1143,0.3948,0.2903
000000386912.jpg,"A woman is seated at a cluttered desk in a home office, working on an iMac computer surrounded by various books, papers, and personal items.",0.0184,0.1212,0.5489,0.3105
000000177893.jpg,"A red and white Metro Rapid bus is parked on a city street, surrounded by tall palm trees and buildings, with a clear blue sky overhead.",0.0511,0.2424,0.3207,0.3503
000000248810.jpg,"A tall giraffe with a brown and white spotted coat stands in a zoo enclosure, surrounded by a green metal fence and large rocks, with trees and a bridge visible in the background.",0.0001,0.2857,0.2857,0.3635
000000252332.jpg,"A classic red octagonal stop sign stands prominently against a backdrop of lush green trees and grass, with a small blue sign featuring a yellow bicycle symbol visible below it.",0.0018,0.0741,0.2899,0.2739
000000219271.jpg,"A vintage black and white photograph captures a dramatic scene of a truck accident on a mountain road, with a large truck tipping over and a crowd of onlookers gathered around.",0.0024,0.2034,0.465,0.3901
000000292456.jpg,"A stylish couple is captured in a window reflection, riding a vintage blue scooter on a city street. The man, dressed in a black suit, is holding a beige suitcase from a bellhop, while the woman in a red dress and high heels sits beside him. The scene is set against a backdrop of tall buildings and a tree, creating a charming urban atmosphere.",0.0,0.2273,0.2574,0.355
000000133343.jpg,"A man with short brown hair, a beard, and a mustache is wearing large black sunglasses with a white stripe on top. He has a black earring in his right ear and a lip ring on his bottom lip. His outfit consists of a white button-down shirt with the top buttons undone, a yellow and black striped tie, and a black vest. He is looking slightly to the right with his mouth open, revealing his teeth. The background appears to be a dark room with a white wall and a green pillow visible.",0.0,0.1667,0.2771,0.3235
000000436551.jpg,"Two elegant black swans with striking red beaks glide gracefully on a murky, grayish-green body of water, their long necks arched and wings tucked, creating a serene and majestic scene.",0.0002,0.0323,0.3094,0.3406
000000378453.jpg,"A herd of zebras is gathered around a muddy watering hole in a dry, rocky landscape, with green trees and a blue sky in the background.",0.0588,0.2174,0.7093,0.3594
000000114049.jpg,"The image depicts a crowded subway car with passengers standing and sitting, surrounded by luggage and personal belongings.",0.057,0.2857,0.2922,0.2874
000000080949.jpg,"A small, light brown kitten with darker stripes is peacefully sleeping on an open laptop, its head resting on the keyboard and its tail draped over the trackpad.",0.0037,0.1099,0.2752,0.3076
000000400803.jpg,"A small orange and white rescue boat with ""WMBE"" written on it is navigating through choppy blue waters, towing a person in a blue life jacket and white gloves.",0.0044,0.25,0.4178,0.3198
000000447465.jpg,"The image depicts two skiers standing in front of a building, with one skier wearing a red and blue striped outfit and the other wearing a blue outfit with a white vest. Both skiers are equipped with helmets, goggles, and ski poles. The skier in the red and blue outfit is holding yellow ski poles, while the skier in the blue outfit is holding red ski poles. The building behind them has a sign that reads ""Keele Valley Nordic Ski Club"" and features a picture of a skier. The scene is set in a snowy environment, with trees visible in the background.",0.0,0.2727,0.1754,0.3604
000000358923.jpg,"A woman in a red sweatshirt is standing on a sidewalk, holding a cell phone to her ear with one hand and a black metal fence with the other. She's wearing a small umbrella with blue, yellow, and red panels on her head. Behind her, there's a man in a black shirt and blue jeans, and a woman in a white shirt and blue jeans. The background is blurry, but it appears to be a sunny day with some buildings and a flag visible.",0.0,0.1379,0.3191,0.3074
